index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,result,match_cnt,fold
2266,맵 메이킹 브러쉬,디지털 게임,6580000,940,16335000,510,1,0,1
2267,겨울 배경 슥삭 브러쉬 20세트,웹툰 리소스,2817000,939,16335000,153,1,0,5
2268,'담케이크'의 달콤달콤 러블리한 크리스마스 선물,푸드,2817000,939,16335000,107,1,0,2
2269,[ 익명이 ] 스위트 드림 피규어 시리즈- 천사 vs 악마,캐릭터 · 굿즈,18769000,938,16335000,421,1,0,1
2270,<떡국누나> 말랑말랑 프렌즈 랜덤 미니 피규어 Vol.1,캐릭터 · 굿즈,9381000,938,16335000,193,1,0,3
2271,다채로운 대화를 만드는 카드게임 Pick Your Card,보드게임 · TRPG,9378500,937,16335000,310,1,0,4
2272,스케치업 웹툰배경 - 로판 다용도 실내배경과 중세도시,웹툰 리소스,9376000,937,16335000,132,1,0,4
2273,책/다이어리에 자석으로 착! 펜꽂이까지 가능한 가죽책갈피,디자인 문구,14062400,937,16335000,507,1,0,5
2274,"여름날의 감동을 담은 비주얼노벨, '여름의 끝에 피는 꽃'",디지털 게임,14054910,936,16335000,258,1,1,4
2275,허니 소믈리에가 만드는 [스페셜티 허니 라벤더 티백],푸드,9359500,935,16335000,335,1,0,1
2276,"가벼운 리사이클링 소재와 힙한 감성, <페인팅백>",잡화,4677000,935,16335000,74,1,1,5
2277,"일년플랜, 한장으로 관리하자! 2020년 포스터 캘린더",디자인 문구,4675500,935,16335000,562,1,1,2
2278,가장 가위다운 가위 'Chef's',홈 · 리빙,9344000,934,16335000,61,1,0,3
2279,스마트폰 RPG만들기 'RPG스토어',디지털 게임,4668999,933,16335000,59,1,0,4
2280,진짜 하루만에 끝내는 프리미어,출판,28000200,933,16335000,1268,1,0,3
2281,헤모글로빈의 시인 <타란티노 : 시네마 아트북>,출판,23314000,932,16335000,501,1,0,2
2282,플레지르 크리스마스 홀리데이 미니 쿠키!,푸드,4653000,930,16335000,145,1,0,5
2283,버려진 흙이 주는 일상 속 선물 [리바이브],홈 · 리빙,4652000,930,16335000,48,1,0,4
2284,"나이트런 10주년 헌정 모바일 게임 ""나이트런:레콘키스타""",디지털 게임,186044700,930,16335000,1951,1,0,2
2285,마법같은 일상의 판타지 <오우드 레인>,향수 · 뷰티,13952800,930,16335000,191,1,0,1
2286,(투닥토닥) 스케치업 프로젝트 No.3 _ 화분,웹툰 리소스,9300000,930,16335000,309,1,0,4
2287,혈액순환이 되는 엉덩이를 만드는 SOFF5cm라텍스방석,홈 · 리빙,1859600,929,16335000,44,1,0,5
2288,"신비하고 아름다운 투명물고기 ""골격염색표본""",홈 · 리빙,4644000,928,16335000,165,1,0,4
2289,"앨리스가 남긴 두 번째 책, <거울 나라 가이드북>",출판,27854611,928,16335000,737,1,1,4
2290,"데이트폭력방지법, 왜 통과가 안 되는지 아시나요?",캐릭터 · 굿즈,9281869,928,16335000,669,1,1,2
2291,특별한 여행길을 위한 메이플스토리 몬스터 캐리어,잡화,4640000,927,16335000,38,1,0,3
2292,"스케치업 웹툰 배경""회사""",웹툰 리소스,9261000,926,16335000,147,1,0,3
2293,상큼함 & 포근함 < 블루베리 > 퍼플 퍼퓸,향수 · 뷰티,9259400,925,16335000,220,1,0,2
2294,한 번 배워 평생쓰는 디자인 스킬 모음집,디자인,9532000,925,16335000,532,1,0,1
2295,돼지고기특수부위와 양념젓갈의 첫 만남,푸드,4623800,924,16335000,152,1,0,3
2296,"머리 위로 펼쳐지는 조선의 하늘, 천상열차분야지도 우산",잡화,13868000,924,16335000,179,1,1,5
2297,능숙한 타로카드 해석을 위한 실전 활용서,출판,27712000,923,16335000,716,1,0,5
2298,"""우리의 사계절"" 2021 달력 with 슬로우어스",예술,9236000,923,16335000,404,1,0,2
2299,로판풍 종합 장식 브러쉬,웹툰 리소스,9230000,923,16335000,287,1,0,4
2300,로판 및 각종 웹툰 속 어두운 연출을 위한 [시든꽃브러쉬],웹툰 리소스,4615000,923,16335000,158,1,0,1
2301,일러스트와 웹툰을 위한 꽃과 동양 무늬 소스,웹툰 리소스,9219000,921,16335000,283,1,0,4
2302,"절제의 미학이 담긴 잔, 선유배와 선아반",홈 · 리빙,9218600,921,16335000,194,1,1,2
2303,"야옹야옹한 디자인 화투, 냥투",캐릭터 · 굿즈,18436111,921,16335000,1145,1,1,1
2304,손쉽게 그리는 프릴 일러스트 브러쉬,웹툰 리소스,9211000,921,16335000,375,1,0,5
2305,"신화 속 야생화를 액자에 품다, <플로르 드 네클리스>",주얼리,9206000,920,16335000,73,1,1,1
2306,"#노브라티, 브래지어 없이 마음 편하게",의류,9202500,920,16335000,174,1,1,4
2307,웹툰 스케치업 - 뒷골목,웹툰 리소스,18400000,919,16335000,184,1,0,2
2308,소원을 들어주는 마술봉 프로젝트! 지금 시작합니다!,푸드,920000,919,16335000,24,1,0,3
2309,"선조들의 겨울나기 [양면 갖저고리,털배자,볼끼 머플러]",의류,4599600,919,16335000,66,1,2,3
2310,프로젝트 LC RC. 러브크래프트의 세계를 재창조하다,출판,27572491,919,16335000,349,1,0,2
2311,라디오헤드 OK COMPUTER,출판,18370400,918,16335000,763,1,0,2
2312,"나무와 도자기의 만남 '우드 세라믹 트레이, 버터나이프'",홈 · 리빙,13776000,918,16335000,52,1,1,4
2313,EN'DOLPHIN’: 세상에 가둘 수 있는 돌고래는 없다,캐릭터 · 굿즈,4589408,917,16335000,421,1,0,2
2314,제주 신들의 설화가 AR도감으로 탄생하다 <설화탐정 제주>,출판,9175000,917,16335000,300,1,0,5
2315,"판타지&액션 이펙트 3d소재(웹툰, 일러스트) 2탄",웹툰 리소스,9175000,917,16335000,254,1,1,3
2316,[진돌만화] 진돌쿠션 나왔쿠션!!,웹툰 · 만화,45867406,917,16335000,1021,1,0,2
2317,현직 변호사가 알려주는 10분만에 끝내는 내용증명,출판,2750000,916,16335000,281,1,0,1
2318,"묘차, 봄 첫물 보이차",푸드,9162000,916,16335000,81,1,1,3
2319,다른건 유기농 찾으면서 24시간 입는 속옷은 왜?,의류,9149000,914,16335000,109,1,0,2
2320,청소년성소수자 지원 뱃지:아이들에게 무지개 빛을 선물하세요,캐릭터 · 굿즈,5489000,914,16335000,401,1,0,2
2321,"반려견 증상 상식사전: 주인님, 나 아프다구요!",출판,22868350,914,16335000,1090,1,1,5
2322,"스케치부터 구현까지 간편하게, 맵 메이킹 브러쉬",보드게임 · TRPG,4572000,914,16335000,301,1,1,2
2323,"미니 난로 오브제로 경험하는 작고 따뜻한 불멍,향멍의 순간",홈 · 리빙,9143000,914,10003,131,1,1,2
2324,[웹툰 스케치업 배경] pc방과 각종 소품들!,웹툰 리소스,4570000,914,500000,244,1,0,5
2325,아프리카의 아름다움을 나누다 올로이 백 (통가죽 사파리백),잡화,27418000,913,30030,86,1,0,3
2326,"돌아온 냥투 친구, 멍멍이 디자인화투 '멍투'",캐릭터 · 굿즈,18266500,913,20007,853,1,1,5
2327,사랑을 다루는 태도에 대한 단편집 <나는 널>,웹툰 · 만화,4565000,913,5000,303,1,0,1
2328,내마음을 받아줘! ♥ 하트봉봉 초콜릿 고백 시리즈,푸드,1826000,913,2000,22,1,0,5
2329,"당신의 방구석 바캉스를 책임질 시원청량 ""생메론소다""",푸드,4563800,912,500000,190,1,0,1
2330,어둠 속의 칼날이 되자!,보드게임 · TRPG,45623000,912,50025,1023,1,0,1
2331,MEMORIES- 아름다운 감동 쯔꾸르게임!,디지털 게임,1823400,911,200000,314,1,0,2
2332,FEMISEED ‘페미니즘 스티커 프로젝트’,캐릭터 · 굿즈,1823200,911,200000,490,1,0,5
2333,"PVC로 만든 극강무드 서브지갑, '노르낫'",잡화,9113000,911,1000000,254,1,1,5
2334,[A-LOG] 무성애자들의 이야기를 들어보세요!,출판,10108000,910,1110000,537,1,0,1
2335,모아이 웹툰배경,웹툰 리소스,4550000,910,500000,143,1,0,5
2336,"'고기공’과 함께 3월3일, 제주 삼겹살 먹자!",푸드,4546777,909,5001,90,1,1,3
2337,한국의 아름다움을 표현하다. '태평성대 플레잉카드',보드게임 · TRPG,9089000,908,1000000,299,1,0,4
2338,물릴 수 있어요! 반려견의 성격을 알려주는 #예스펫티켓,반려동물,908000,908,100000,31,1,0,3
2339,영화 <언더독> 굿즈탄생,캐릭터 · 굿즈,27225453,907,30017,875,1,0,2
2340,피그마로 가벼운 마케팅 디자인! VOD와 단축키 스탠드,디자인,4535000,907,5000,88,1,0,3
2341,"1980년 테일러들은 어떤향을 뿌렸을까? ""Bespoke""",향수 · 뷰티,9066300,906,10006,141,1,0,4
2342,가족 친구와 함께하는 귀여운 카드게임 [애니멀 렐름],보드게임 · TRPG,6797600,906,7502,366,1,0,2
2343,"술잔에 퐁-당, 빠진 나의 쟈근 쥬인님_'달콤한 꿈을꾸다'",디자인,18126300,906,2000000,484,1,1,3
2344,3D 로그라이트 액션 게임 <메탈릭 차일드> 한정판 제작,디지털 게임,45305140,906,5000000,934,1,0,4
2345,로맨스 판타지웹툰을 위한 조합형 가문문장 소스,웹툰 리소스,4530000,906,5000,155,1,0,1
2346,찰나의 순간을 기록한 수묵화 느낌의 실크스카프 'Ora',잡화,4530000,906,500000,40,1,0,4
2347,"유기동물에게 ""포근함""을 전해주세요",캐릭터 · 굿즈,18115000,905,2000000,810,1,0,3
2348,<LATE BLOOM> 시크한 장미와 설레는 비누의 향,향수 · 뷰티,4526000,905,500000,132,1,0,2
2349,봄을 마셔요 <초록온실 꽃차 샘플러>,푸드,9050100,905,10000,292,1,0,2
2350,고마운 마음을 담은 카네이션 드라이플라워 카드,홈 · 리빙,1810000,905,200000,108,1,0,5
2351,시적이고 빈티지한 언어의 정원 <보태니컬 셰익스피어>,출판,22622500,904,25024,886,1,0,5
2352,"고양이 마법사와 마녀들의 특별한 주문 ""스펠""트럼프카드",보드게임 · TRPG,45216000,904,50017,660,1,0,1
2353,동그란 보름달을 닮은 달콤한 <달푸딩>,푸드,4521000,904,5001,189,1,0,2
2354,멤버 모집 중! 썸머 민트초코 클럽,푸드,4520000,903,5005,137,1,0,5
2355,"나만의 달콤한 힐링, 바디캔디 DIY 입욕제",향수 · 뷰티,2711900,903,300000,261,1,1,5
2356,크리스마스엔 행복한 케이크를 선물하세요,푸드,1807400,903,200000,52,1,0,5
2357,서양 시대극 3D신발 모음,웹툰 리소스,9034000,903,1000000,252,1,0,4
2358,<슈크림 토끼 슈야> 보들보들 파우치와 아크릴 키링,캐릭터 · 굿즈,9033000,903,10003,326,1,0,1
2359,고소한 쿠키 모아! 고소미 플레지르 쿠키!,푸드,4515600,903,5000,121,1,0,2
2360,"버려진 자투리 가죽에서 찾은 시간의 조각, 만년달력 손거울",잡화,9029000,902,10009,260,1,1,5
2361,성우 '쿠보 유리카'의 목소리! 미연시<메이드 아가씨>,디지털 게임,18054531,902,20016,301,1,0,5
2362,"꿈 꾸는 당신에게, 청룡 드림캐쳐 시리즈 & 청룡 노리개",잡화,9026000,902,10006,285,1,1,4
2363,"귀차니즘 필수 아이템, 요일 티셔츠 (맨투맨,후드)",의류,18051000,902,2000000,403,1,2,4
2364,한입 쏙! 똥배 마들렌 대용량으로 함께 즐겨요!,푸드,4509500,901,500000,193,1,0,4
2365,"오드블랑의 봉인 프로젝트, 맞춤제작 씰스탬프",홈 · 리빙,1803400,901,200000,30,1,1,1
2366,파우더보다 더 부드러운 SOFF파우더담요,홈 · 리빙,4508300,901,5003,118,1,0,4
2367,El Momento : 어쩌면 가장 풍성한 나날들,사진,4503000,900,5003,88,1,0,3
2368,[앵콜전] 새롭게 돌아온 자기발견 글쓰기 키트 <나로쓰기>,디자인,9000001,900,1000000,249,1,0,3
2369,[웹툰스케치업배경]동양풍환타지무협사극-강가마을,웹툰 리소스,9000000,900,1000000,110,1,0,5
2370,아르쉘레나의 스케치업 공유 프로젝트#2 (시골논밭/산책로),웹툰 리소스,9000000,900,1000000,180,1,0,4
2371,손 24포즈 10앵글 240개 : 제스쳐,웹툰 리소스,1800000,900,200000,135,1,0,3
2372,조광사진관과 함께하는 [여러분 사진관],사진,180000,900,20000,9,1,0,3
2373,"파탄잘리, 그의 고행법에 따르다 - '백단향'의 위대함.",향수 · 뷰티,4497600,899,500000,127,1,1,2
2374,꿈꾸는 바다와 푸름을 담은 마법 : 향수 & 악세서리,향수 · 뷰티,31475333,899,35011,598,1,0,4
2375,네이버웹툰 <호랑이형님> 멋짐이 한올한올! 자수 스웨트셔츠,의류,53931000,898,60056,742,1,0,4
2376,(한정판) 피치못할 복숭아 인형,캐릭터 · 굿즈,17966500,898,2000000,437,1,0,3
2377,마법학교에서도 배운다던 신비한 점술 <찻잎 점술 입문>,출판,17947000,897,20007,817,1,0,3
2378,"[남녀]젖지 않는 최고급 스웨이드 슬립온, 놓치지 마세요!",잡화,17946500,897,2000000,194,1,1,2
2379,"소지품은 안전하게, 두 손은 가볍게- '체스트 리그 백'",잡화,4478000,895,5003,70,1,1,5
2380,"한나패드가 만든 유기농 트렁크팬티, '라이너플러스 트렁크'",의류,44769400,895,5000000,804,1,1,3
2381,토종씨앗에서 식탁까지- 텃밭 생활의 기록 '일상의 씨앗들',출판,8953000,895,10003,312,1,0,4
2382,"특별한 색상으로 빚은 동화책 <잠의 땅, 꿈의 나라>",출판,17902100,895,20002,738,1,1,4
2383,타임 스토리즈 레볼루션,보드게임 · TRPG,26843100,894,3000000,498,1,0,1
2384,로맨스 판타지 웹툰을 위한 엑스트라,웹툰 리소스,17895000,894,2000000,241,1,0,2
2385,팔순 맹순씨의 [2022 아파트 새달력],디자인 문구,4473000,894,5003,111,1,0,5
2386,"동전보다 가벼운, 고양이 인식표",잡화,1789000,894,200000,122,1,1,5
2387,"고대응원단 리얼 인터뷰 ""자신을 응원하라""",출판,8940000,894,10000,92,1,0,5
2388,직접 만드는 어버이날 카네이션 클래스 (DIY KIT),홈 · 리빙,1788000,894,2000,91,1,0,4
2389,조선을 섬세하게 엮은 말총 '말총노리개·키링',잡화,8938000,893,10008,109,1,0,2
2390,혼자 사는 이를 위한 맞춤형 요리백과,푸드,44670333,893,50022,1735,1,0,2
2391,중세 로맨스판타지 엑스트라 일러스트 120,웹툰 리소스,8930000,893,10000,138,1,0,5
2392,빛나는 '버자이너 라이트' 에코백 & 키링,잡화,13393000,892,1500000,345,1,0,2
2393,발땀을 시원하게 날리는 페이크삭스,잡화,4464000,892,500000,201,1,0,3
2394,"만들어봐 "" 반려인형 16(식스틴)""",예술,8916000,891,1000000,209,1,0,4
2395,마음대로 커스텀! 스케치업 웹툰배경 SF 실험실 내부 세트,웹툰 리소스,4457000,891,5002,120,1,0,3
2396,누메네라 나와라!,보드게임 · TRPG,71310000,891,8000000,455,1,0,5
2397,사방신 모티브 향수 - 하늘과 사람을 지키는 이야기,향수 · 뷰티,35654500,891,40016,351,1,0,2
2398,"홋카이도 사계절의 기록, <나는 행복하려고 여기에 왔지>",출판,2673000,891,3000,113,1,1,2
2399,지구와 나의 건강을 위한 - 항균 뿔테 안경,잡화,26710000,890,30011,177,1,0,5
2400,10가지맛 아이스크림! 5월의 뿌에블로!,푸드,3115000,890,3500,89,1,0,3
2401,스케치업 웹툰 배경 - 카지노,웹툰 리소스,8895000,889,10005,201,1,0,3
2402,웹툰 스케치업 배경 - 부두,웹툰 리소스,17790000,889,2000000,158,1,0,3
2403,1일1커피족을 위한 '핸즈프리백',잡화,6666208,888,750000,484,1,0,4
2404,자동측정 블루투스 멀티미터 (인공지능 멀티미터),테크 · 가전,8884000,888,1000000,137,1,0,5
2405,함께 떠나는 찬란한 기억 [ 동행 : 한 여름 밤의 꿈 ],사진,53293588,888,60015,1309,1,0,1
2406,(투닥토닥 판타지) 스케치업 프로젝트 No.13_여가생활,웹툰 리소스,8880000,888,10000,148,1,0,5
2407,화장실 불법촬영 차단에 유용한 '몰카차단 마스킹테이프',디자인,2664000,888,300000,296,1,0,5
2408,진짜 하루만에 이해하는 주식투자,출판,8876000,887,10006,316,1,0,1
2409,"컬러에 답은 없어도 예쁨은 있어, <배색카드100>",디자인,26622300,887,30013,1002,1,1,3
2410,[독보적잔향] 모네의 들꽃 정원을 담은 향수,향수 · 뷰티,7091400,886,8003,191,1,0,2
2411,동양의 환상 동물 모은 <세계괴물백과-동양편>,출판,26588200,886,30009,1469,1,0,4
2412,게임 화면 번역기,테크 · 가전,17718215,885,2000000,1423,1,0,3
2413,[커먼이츠] 발렌타인을 위한 특별한 크림티 세트,푸드,4428000,885,5003,149,1,0,1
2414,[디스에이블드] 발달장애 예술가의 따뜻한 마음을 선물하세요,홈 · 리빙,8850000,885,10000,286,1,0,2
2415,고양이 좋아하시나요? 나비 플레잉카드(트럼프)와 일러스트북,보드게임 · TRPG,44233000,884,50037,678,1,0,5
2416,"#02.창덕궁,궁궐로맨스 : 대온실과 애련정,연경당",웹툰 리소스,8840000,884,10000,81,1,2,2
2417,비전공자도 배워서 바로 따는 데이터 분석 준전문가 자격증,출판,4419100,883,500000,123,1,0,3
2418,자연을 담은 숲숲 캣하우스,홈 · 리빙,4418000,883,500000,54,1,0,4
2419,프라이드 향수 [네온밀크 X 이스트이어],향수 · 뷰티,8836000,883,10006,200,1,0,5
2420,"말랑말랑 안고 자는 쿠션 무드등, '쿠드등'",홈 · 리빙,8834000,883,10004,287,1,1,4
2421,[고객감사전] 나를 발견하는 글쓰기 툴킷 <나로쓰기>,디자인,8833000,883,1000000,242,1,0,5
2422,장애아동을 돕는 가장 맛있는 방법 '그대로괜찮은쿠키'시즌3,푸드,8832020,883,1000000,323,1,0,3
2423,소품일체 뱃지 연하장 '2+1' 랜덤박스,캐릭터 · 굿즈,883000,883,100000,60,1,0,5
2424,악을 물리고 령을 베다 '사인참사검' 편지칼,홈 · 리빙,4856000,882,550000,107,1,0,2
2425,콕.콕.콕 어서와 펀치니들은 처음이지?,예술,17656000,882,20018,156,1,0,3
2426,2021. 사인참사검 편지칼,예술,5295000,882,6003,71,1,0,5
2427,묘차가 만든 우롱차 밀크티 베이스,푸드,8825000,882,10005,184,1,0,4
2428,에버랜드의 추억과 감성이 물들다 <시온 유리컵>,홈 · 리빙,26460002,882,3000000,794,1,0,4
2429,"[어글리+발레슈즈] 매력적인 못난이, Jolie-Laide",잡화,8820000,882,10000,50,1,1,5
2430,"우효 EP '소녀감성', 정규1집 '어드벤처' 음반 재발매",음악,26450140,881,3000000,994,1,1,1
2431,[앵콜] 모두의 '무지개케익' 한 조각 +텀블벅 한정 컬러,잡화,2645000,881,300000,166,1,0,4
2432,"어, 달콤한 냄새 나. '아임리얼멜론 '",향수 · 뷰티,4408000,881,5003,138,1,1,1
2433,"디지털 성범죄 근절 광고하기 - 희망의 불꽃, 점화(點火)",캐릭터 · 굿즈,13217000,881,15002,1024,1,1,1
2434,[스케치업 웹툰 배경] 여의도공원 과 거리,웹툰 리소스,8807000,880,10007,108,1,0,4
2435,잠자는 고양이를 '거실의 사자'로 만들 고양이 장난감,반려동물,4400000,880,500000,171,1,0,3
2436,"자연을 닮은 당신을 위한, 나뭇가지 은반지",주얼리,2640000,880,3000,71,1,1,4
2437,섬세한 바늘 끝으로 새긴 노랑빛 프리지아 향기,향수 · 뷰티,4397000,879,5002,110,1,0,5
2438,"환상의 동물들, 다 모여! <세계괴물백과> - 서양편",출판,26380500,879,3000000,1617,1,1,2
2439,[박스학개론] 책이나 인터넷에 없는 종이 박스 이야기1탄,출판,26372480,879,30002,756,1,0,5
2440,교회의 '금기와 편견'을 깨고 나온 <퀴어 성서 주석>,출판,43933000,878,50037,889,1,0,1
2441,세계3대 초콜릿으로 즐기는 명품 핫초코,푸드,4392000,878,500000,143,1,0,2
2442,나만의 일을 찾아서 <좋아하는 일이 직업이 될 수 있을까>,출판,8783917,878,1000000,341,1,0,4
2443,"센스 있는 흡연자의 악세사리, 미니 애쉬트레이",홈 · 리빙,10540000,878,12004,272,1,1,1
2444,초코덕후들을 위한 초코쿠키 4종,푸드,2631000,877,3000,55,1,0,3
2445,매일의 불안과 공포의 시각적 기록 <365 NERVE>,출판,13147300,876,1500000,357,1,0,5
2446,"월간커피, 달콤한 꿀향에 고소한 땅콩이! 콜드브루 꿀땅콩!",푸드,4382000,876,5002,296,1,1,3
2447,책의 권수와 두께에 따라 조절되는 실용100 '북파우치',잡화,8763000,876,10003,289,1,0,2
2448,"봄, 개나리, 그리고... 개새 VOL.1~♪",캐릭터 · 굿즈,8760000,876,1000000,425,1,2,1
2449,"바다, 모래, 여름 책갈피",디자인,438000,876,500,18,1,2,3
2450,웹툰 스케치업 - 사건25시 4탄 - 백색가루,웹툰 리소스,4380000,876,5000,147,1,0,3
2451,"가장 귀엽고 조용한 테라피, <스티커 아트북 – 고양이>",출판,8759360,875,1000000,370,1,1,3
2452,"세상에 없던 직업 놀잇감, 우따따 직업 놀이",디자인 문구,8756000,875,10006,290,1,1,3
2453,42개의 빵을 그린 화집 BAKED SHAPES / 엄유정,예술,8756000,875,1000000,249,1,0,1
2454,상업적 이용 가능한 의상 패턴 소재,웹툰 리소스,2626000,875,3001,523,1,0,4
2455,<Melbourne> 내가 살아가고 있는 도시의 이야기,사진,4376345,875,5001,123,1,0,3
2456,나뿐노트,디자인 문구,1750000,875,2000,100,1,0,4
2457,"언덕이 있는 풍경, 기찻길이 있는풍경, 계단이 많은 풍경",웹툰 리소스,8750000,875,10000,125,1,2,2
2458,"고양이 발매트_ 밟을고냥『고양이 프로젝트, 2차』",홈 · 리빙,1748000,874,200000,37,1,1,5
2459,[Cozy 퍼퓸] 당신이 느끼는 가장 편안한 순간의 향기,향수 · 뷰티,4369000,873,5004,70,1,0,4
2460,시인의 별 뱃지,캐릭터 · 굿즈,17469001,873,20010,457,1,0,1
2461,LGBTQIA+를 위한 안내서 『LGBT+ 첫걸음』,출판,17469000,873,2000000,821,1,0,4
2462,현대물 웹툰에 찰떡! 의상패턴과 브러쉬,웹툰 리소스,2616000,872,300000,144,1,0,4
2463,스퀘어에닉스 명작 RPG『브레이블리』시리즈 아트북,출판,17395000,869,2000000,255,1,0,3
2464,가을의 한가운데 달 : 알디프와 친구들의 추석 선물 기획,푸드,8689200,868,1000000,137,1,0,1
2465,"유리로 만든 반지 ""FIATLUX""",주얼리,8687500,868,1000000,177,1,0,2
2466,이 달콤한 냄새..범인은 이 안에 있어![세렌디피티 호텔],디지털 게임,4351000,870,500000,207,1,0,4
2467,"비건빵인데 더 맛있어! 모두를 위한 비건빵, 모비빵",푸드,2603000,867,300000,96,1,1,3
2468,"[톤포투 여성용 사각팬티] 2019 프라이드, 뉴에어라이트",의류,26027000,867,30019,476,1,1,2
2469,"한글반포 500주년 기념우표, 별 하나의 한글날 뱃지",캐릭터 · 굿즈,8675600,867,10006,692,1,1,4
2470,1인 출판 편집 프로젝트: 인디자인으로 소설책 편집하기,출판,8671000,867,1000000,433,1,0,4
2471,"성수동 재즈바를 담은 2LP, Kind of Yellow",음악,25998000,866,3000000,327,1,1,2
2472,(투닥토닥 판타지) 스케치업 프로젝트 No.7_ 몰디브,웹툰 리소스,8660000,866,10000,126,1,0,2
2473,"새도감 뱃지, The Badges of BIRDS",캐릭터 · 굿즈,8657500,865,1000000,474,1,1,2
2474,"끝나지 않은 일제의 잔재, ""창씨개명된 우리의 꽃""",의류,4328350,865,500000,305,1,1,5
2475,Again 반고흐초콜릿 with 발렌타인데이,푸드,8656000,865,1000000,190,1,0,2
2476,"스케치업 숲(숲길 3종,해안가,폭포와호수,갈대밭)",웹툰 리소스,8653000,865,1000000,205,1,3,2
2477,웹툰 스케치업 배경 - 공사장,웹툰 리소스,17300000,865,20000,346,1,0,3
2478,향기묘약 처방소,홈 · 리빙,1730000,865,200000,53,1,0,5
2479,100% 국내 폐플라스틱만을 재활용한 버킷백 [리페트백],잡화,25949000,864,30033,426,1,0,4
2480,돌고래에게 자유를 선물하세요! 돌고래 보호 팔찌&발찌,캐릭터 · 굿즈,4324500,864,5005,235,1,0,5
2481,스케치업 모자세트,웹툰 리소스,4321000,864,500000,149,1,0,5
2482,묘차가 만든 첫 번째 프리미엄 티백,푸드,8641300,864,10001,173,1,0,2
2483,오프라인 공간이 살아남으려면 <New Scape>,출판,12960500,864,15000,235,1,0,2
2484,크림히어로즈 무릎담요,캐릭터 · 굿즈,172806000,864,200006,5022,1,0,2
2485,웹툰상생프로젝트#3 섬과 바다,웹툰 리소스,8640000,864,10000,288,1,0,5
2486,코로나 시대 절실해진 코딩전략서<코딩마법서>,출판,34556501,863,40042,819,1,0,1
2487,"자연을 염색한 SOFF 피그먼트 빈티지 간절기,여름 이불",홈 · 리빙,1727800,863,2002,32,1,1,2
2488,"상상달빛의 첫번째 동화, 달빛 도토리와 다람쥐",주얼리,4318200,863,5003,74,1,1,1
2489,"촉촉한 수련을 머금은 정원 속 그녀의 향기, 뮤즈 카미유",향수 · 뷰티,4317100,863,5002,146,1,1,4
2490,팀파인애플-02 아파트단지 & 역세권주택가,웹툰 리소스,43160000,863,5000000,330,1,0,3
2491,아로딘_스케치업 웹툰배경 - 중세시대 저택 세트,웹툰 리소스,8631000,863,10001,108,1,0,1
2492,"월간커피, 아름다운 가을 단풍을 모티브로 한 콜드브루 커피",푸드,4314000,862,5004,275,1,1,4
2493,한복 담은_오얏꽃 에코백/키링/브로치,잡화,2587000,862,3001,48,1,0,4
2494,"여성이 만드는, 여성을 위한 자유로운 언더웨어. 와스디.",의류,25845000,861,30017,619,1,1,5
2495,서울의 히든플레이스를 재조명하는 '매거진02'의 릴리즈파티,출판,861500,861,1000,56,1,0,1
2496,"Wear me, 4가지 성향별 향수만들기 KIT",향수 · 뷰티,4307000,861,5002,124,1,1,3
2497,"새로운 뱃지 보관, <뱃지북 ver.2>",캐릭터 · 굿즈,4305000,861,5000,127,1,1,1
2498,웹툰 스케치업 - 리버스 1탄 - 경찰서,웹툰 리소스,4300000,860,5000,92,1,0,4
2499,싱글샷 픽션 - 생물 재해 SF 「기생감」,출판,860000,860,100000,60,1,0,2
2500,기미 잡티 색소침착 해결! 클렌징 마사지 한번에 수제낫또팩,향수 · 뷰티,4299300,859,5005,96,1,0,1
2501,"월경컵 사용 ""잘"" 하고 계신가요? [나마우 손컵 티슈]",향수 · 뷰티,4297000,859,500000,185,1,0,4
2502,2022년에는 흑호와 함께 호랑이 기운을!,홈 · 리빙,8592000,859,1000000,126,1,0,2
2503,우울증 에세이 『죽고 싶지만 떡볶이는 먹고 싶어』 정식출간,출판,12887040,859,1500000,984,1,0,2
2504,"조립하는 셔츠, 'have had'",의류,17182500,859,2000000,374,1,1,4
2505,"[라플레르] 프리지아, 당신의 앞날을 축복할게요",향수 · 뷰티,4078000,815,500000,85,1,1,3
2506,"부모님을 향한 특별한 이야기, ""올리사랑""",디자인,6010000,858,700000,279,1,1,4
2507,웹툰을 위한 3D 스마트 폰 & 2D 스크린 생성 프로그램,웹툰 리소스,8654000,865,10004,146,1,0,3
2508,[라 보라카이] 설레이는 보라카이의 3가지 향기,향수 · 뷰티,4290000,858,5000,61,1,0,5
2509,<복숭아 주의보> 싱그러운 복숭아 향기를 드려요,향수 · 뷰티,8578000,857,10009,222,1,0,1
2510,"웹툰배경-기차역 플랫폼, 기차내부, 역사내부외",웹툰 리소스,17150000,857,2000000,238,1,2,5
2511,로판웹툰 작가를 위한 알짜배기 소재 세트,웹툰 리소스,8598000,859,10009,171,1,0,2
2512,그림러들을 위한 타투 디자인 리소스,웹툰 리소스,8569000,856,10010,245,1,0,5
2513,"세상 쉬운 한복 티셔츠, 바지, 원피스",의류,8566000,856,10007,62,1,2,2
2514,[로버블 in 홍콩] 봄에 어울리는 자켓 & 스커트,의류,17132000,856,20014,236,1,0,1
2515,"그랑 라루스 요리백과, 그랑 라루스 와인백과",푸드,42797000,855,50054,291,1,1,1
